ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
1000212,F,Y,Y,0,123700.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-18355,365243,1,0,0,0,Core staff,1
1000213,F,N,N,0,139300.0,Pensioner,Higher education,Married,House / apartment,-16316,365243,1,0,0,0,Managers,2
1000214,M,Y,N,1,109500.0,Working,Secondary / secondary special,Married,House / apartment,-23520,-12416,1,0,0,0,Other,3
1000215,F,N,Y,1,101000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20159,365243,1,1,1,0,Accountants,3
1000216,M,N,Y,0,52800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21972,-6476,1,0,0,0,Managers,2
1000217,M,Y,Y,1,100400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-5194,1,1,0,0,Security staff,3
1000218,F,Y,N,0,190500.0,Working,Secondary / secondary special,Married,House / apartment,-15790,-13271,1,0,1,0,Sales staff,2
1000219,F,Y,Y,0,203800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8537,365243,1,0,1,0,Laborers,2
1000220,F,Y,Y,1,105300.0,State servant,Higher education,Married,House / apartment,-18133,-2840,1,0,0,1,Cooking staff,3
1000221,F,N,Y,0,255200.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-14302,365243,1,0,0,1,Cleaning staff,2
1000222,F,N,Y,1,131400.0,State servant,Secondary / secondary special,Widow,House / apartment,-13507,-13107,1,0,1,0,Core staff,3
1000223,M,Y,Y,2,68300.0,Working,Higher education,Married,House / apartment,-14073,-7179,1,1,0,0,Security staff,4
1000224,M,Y,Y,2,58300.0,Pensioner,Higher education,Civil marriage,House / apartment,-14275,365243,1,0,1,0,Drivers,3
1000225,M,Y,N,0,245000.0,Working,Secondary / secondary special,Married,House / apartment,-17004,-5768,1,1,0,0,Cleaning staff,1
1000226,M,N,Y,0,110600.0,Working,Secondary / secondary special,Married,Rented apartment,-15819,-9507,1,0,0,1,Drivers,2
1000227,F,Y,Y,1,72600.0,Commercial associate,Higher education,Single / not married,House / apartment,-22488,-10376,1,0,0,0,Other,3
1000228,M,N,Y,2,43100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13979,-3168,1,0,0,0,Drivers,3
1000229,F,N,Y,2,109300.0,Working,Secondary / secondary special,Married,With parents,-8709,-7079,1,0,1,0,Other,4
1000230,F,Y,Y,0,163100.0,Working,Secondary / secondary special,Married,With parents,-12009,-10401,1,0,0,0,Other,2
1000231,F,N,Y,0,94000.0,Working,Incomplete higher,Married,Rented apartment,-7717,-5207,1,0,1,0,Cooking staff,2
1000232,F,N,N,1,78700.0,Working,Secondary / secondary special,Married,House / apartment,-16975,-5172,1,0,0,0,Laborers,3
1000233,F,N,Y,1,101200.0,Working,Secondary / secondary special,Separated,House / apartment,-9215,-10348,1,0,0,0,Sales staff,3
1000234,F,Y,Y,0,248100.0,Working,Incomplete higher,Single / not married,With parents,-21242,-14380,1,0,0,0,Other,2
1000235,M,Y,Y,0,66400.0,Working,Secondary / secondary special,Married,House / apartment,-10187,-12157,1,1,0,1,Sales staff,2
1000236,F,N,N,1,96700.0,State servant,Secondary / secondary special,Married,House / apartment,-16689,-4960,1,0,0,1,Core staff,3
1000237,M,N,N,0,244100.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-16055,365243,1,0,0,0,Accountants,2
1000238,M,N,N,0,170600.0,Working,Academic degree,Single / not married,House / apartment,-19301,-3356,1,0,0,0,Drivers,1
1000239,F,N,Y,0,145700.0,State servant,Higher education,Married,With parents,-7943,-4005,1,0,0,0,Laborers,2
1000240,M,N,N,0,96400.0,Commercial associate,Higher education,Married,House / apartment,-8590,-7983,1,0,0,0,Laborers,2
1000241,F,N,Y,1,135300.0,Working,Secondary / secondary special,Married,Office apartment,-10476,-972,1,1,1,1,Managers,2
1000242,F,Y,Y,0,101800.0,Working,Secondary / secondary special,Married,House / apartment,-21813,-13905,1,0,1,0,Medicine staff,2
1000243,F,N,N,0,86700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14849,-9018,1,0,0,0,Security staff,1
1000244,M,N,N,0,77700.0,Working,Secondary / secondary special,Married,House / apartment,-10484,-317,1,0,0,0,Sales staff,1
1000245,M,N,Y,0,197200.0,Working,Higher education,Widow,Municipal apartment,-19557,-766,1,1,0,0,Medicine staff,2
1000246,F,N,Y,1,129300.0,Commercial associate,Higher education,Married,House / apartment,-7422,-2478,1,0,0,0,Medicine staff,3
1000247,F,Y,Y,0,155900.0,Commercial associate,Higher education,Married,House / apartment,-20124,-3898,1,1,0,1,Accountants,2
1000248,F,N,Y,1,143800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7841,365243,1,0,0,0,Other,3
1000249,F,N,Y,0,166100.0,Working,Higher education,Married,House / apartment,-15471,-2433,1,0,1,0,Cleaning staff,1
1000250,F,Y,N,0,117300.0,Commercial associate,Higher education,Married,House / apartment,-11347,-5720,1,0,0,0,Laborers,2
1000251,M,N,N,0,104700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19149,-1017,1,0,0,0,Cleaning staff,2
1000252,M,Y,N,0,88600.0,State servant,Higher education,Widow,Rented apartment,-19554,-13243,1,0,0,0,Cleaning staff,2
1000253,F,Y,N,1,65700.0,Working,Secondary / secondary special,Married,House / apartment,-16383,-6680,1,0,1,0,Accountants,3
1000254,M,Y,Y,0,76000.0,State servant,Higher education,Married,House / apartment,-13326,-12340,1,0,0,1,Managers,2
1000255,M,N,N,2,111000.0,Pensioner,Incomplete higher,Married,House / apartment,-17100,365243,1,0,0,0,Laborers,4
1000256,F,N,Y,0,59800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11815,-10619,1,0,1,0,Cleaning staff,2
1000257,F,N,Y,0,66800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21334,-13901,1,0,1,0,Medicine staff,1
1000258,F,N,Y,0,224400.0,Working,Secondary / secondary special,Married,House / apartment,-11912,-2161,1,0,0,0,Sales staff,2
1000259,F,N,Y,1,149100.0,State servant,Higher education,Married,House / apartment,-19407,-6019,1,0,1,0,Cooking staff,2
1000260,M,Y,N,0,106300.0,Working,Higher education,Separated,With parents,-8579,-7111,1,0,0,1,Managers,2
1000261,F,Y,N,0,414900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20241,-3041,1,1,0,1,Laborers,2
1000262,F,N,Y,0,58400.0,Working,Higher education,Single / not married,House / apartment,-8215,-13147,1,0,1,0,Medicine staff,2
1000263,M,Y,N,0,217000.0,Working,Higher education,Married,House / apartment,-19095,-13623,1,0,1,1,Medicine staff,2
1000264,F,N,Y,3,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17455,-4353,1,0,0,0,Accountants,4
1000265,F,N,N,0,197300.0,State servant,Secondary / secondary special,Married,House / apartment,-14455,-14480,1,1,1,0,Sales staff,2
1000266,F,N,Y,2,140700.0,Working,Secondary / secondary special,Married,House / apartment,-21804,-10742,1,0,1,0,Core staff,4
1000267,F,N,Y,1,52300.0,State servant,Incomplete higher,Married,House / apartment,-23025,-12079,1,0,1,0,Managers,3
1000268,F,Y,Y,0,139800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18946,-6098,1,0,0,0,Core staff,1
1000269,M,Y,Y,0,157600.0,Working,Higher education,Widow,House / apartment,-19912,-4955,1,0,0,0,Laborers,2
1000270,M,N,Y,1,44500.0,Working,Higher education,Single / not married,House / apartment,-23711,-9505,1,0,0,1,Other,2
1000271,F,Y,N,0,352200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13754,-1704,1,0,0,1,Security staff,2
1000272,F,N,Y,0,155700.0,Working,Secondary / secondary special,Married,House / apartment,-13311,-261,1,0,0,0,Drivers,2
1000273,F,Y,N,1,186500.0,Working,Secondary / secondary special,Married,With parents,-8696,-6683,1,0,0,1,Sales staff,3
1000274,F,N,N,2,74400.0,Working,Secondary / secondary special,Married,House / apartment,-19343,-1159,1,1,0,0,Sales staff,4
1000275,F,N,Y,1,188200.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-8367,-1664,1,0,0,1,Cleaning staff,3
1000276,F,N,Y,1,229800.0,Pensioner,Higher education,Separated,House / apartment,-15502,365243,1,0,0,0,Security staff,2
1000277,F,Y,N,0,151300.0,Working,Secondary / secondary special,Married,Co-op apartment,-20374,-12777,1,0,0,1,Laborers,1
1000278,F,Y,Y,0,132600.0,Working,Secondary / secondary special,Married,House / apartment,-21439,-2002,1,0,0,0,Laborers,2
1000279,F,N,N,0,85200.0,Working,Secondary / secondary special,Married,House / apartment,-11083,-7441,1,0,0,1,Sales staff,2
1000280,F,Y,Y,1,119600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19786,-2269,1,0,0,0,Cleaning staff,3
1000281,F,N,Y,3,103200.0,Working,Secondary / secondary special,Married,House / apartment,-15390,-5455,1,0,0,1,Drivers,4
1000282,M,N,N,0,177400.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-14481,-11232,1,0,0,1,Other,1
1000283,M,N,Y,0,87100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23651,-13434,1,0,1,0,Laborers,1
1000284,M,N,Y,0,176700.0,Working,Secondary / secondary special,Widow,House / apartment,-13920,-9167,1,0,0,1,Drivers,2
1000285,F,Y,Y,2,87600.0,Working,Secondary / secondary special,Married,House / apartment,-20319,-9738,1,0,0,0,Drivers,3
1000286,M,N,N,1,116900.0,Working,Higher education,Married,House / apartment,-13177,-10125,1,0,1,1,High skill tech staff,3
1000287,F,N,N,0,181300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9221,-1763,1,1,0,0,Medicine staff,1
1000288,F,N,Y,3,93700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11319,-11797,1,0,0,0,Laborers,5
1000289,M,N,Y,2,184500.0,Working,Incomplete higher,Married,House / apartment,-17634,-10454,1,1,1,0,Other,4
1000290,F,N,Y,0,175700.0,Working,Higher education,Widow,Rented apartment,-15759,-414,1,0,1,0,Security staff,2
1000291,M,Y,Y,3,116400.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-12384,365243,1,0,0,0,Cleaning staff,5
1000292,M,Y,Y,0,238200.0,Working,Secondary / secondary special,Married,House / apartment,-15789,-8818,1,0,1,0,Security staff,2
1000293,F,N,N,0,138500.0,Commercial associate,Higher education,Married,House / apartment,-16004,-6528,1,0,0,1,Laborers,2
1000294,M,Y,Y,0,231200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23021,-4034,1,0,1,0,High skill tech staff,1
1000295,M,N,Y,2,326700.0,Working,Secondary / secondary special,Separated,House / apartment,-9553,-6087,1,0,0,0,Cooking staff,4
1000296,F,N,N,1,118100.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-20804,365243,1,0,0,0,High skill tech staff,2
1000297,F,Y,Y,0,184000.0,Commercial associate,Incomplete higher,Married,Municipal apartment,-13481,-12978,1,0,0,0,Medicine staff,2
1000298,M,Y,Y,3,96900.0,Working,Higher education,Married,House / apartment,-20035,-512,1,0,0,0,Medicine staff,5
1000299,F,N,Y,0,79500.0,Commercial associate,Secondary / secondary special,Married,With parents,-8119,-11804,1,1,1,0,Core staff,2
1000300,M,Y,Y,1,120800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21887,365243,1,0,0,1,Other,3
1000301,M,N,N,1,67400.0,State servant,Secondary / secondary special,Married,House / apartment,-23507,-9001,1,0,1,0,Security staff,2
1000302,F,N,Y,0,83400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10843,-2909,1,0,0,0,Cooking staff,2
1000303,F,N,Y,0,179100.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-13935,365243,1,0,1,0,Laborers,2
1000304,F,N,Y,2,103100.0,Working,Secondary / secondary special,Married,House / apartment,-19054,-12091,1,1,0,0,Drivers,3
1000305,F,Y,N,0,190100.0,Commercial associate,Academic degree,Single / not married,House / apartment,-7966,-10913,1,0,0,0,Cooking staff,1
1000306,F,N,Y,1,154800.0,Working,Secondary / secondary special,Married,House / apartment,-9445,-8694,1,0,1,0,Core staff,2
1000307,F,Y,Y,0,336200.0,Working,Secondary / secondary special,Married,House / apartment,-13120,-8231,1,0,0,0,Cooking staff,2
1000308,M,Y,N,1,173200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7558,-11202,1,0,0,0,Laborers,2
1000309,F,N,Y,0,232600.0,Pensioner,Higher education,Married,House / apartment,-17620,365243,1,0,0,0,Accountants,2
1000310,M,N,N,0,162900.0,Working,Secondary / secondary special,Married,House / apartment,-19457,-221,1,0,0,0,Security staff,2
1000311,F,Y,Y,0,155700.0,Commercial associate,Higher education,Married,Rented apartment,-10833,-7094,1,1,1,1,Core staff,2
1000312,M,N,N,2,238600.0,Working,Secondary / secondary special,Married,House / apartment,-20446,-9657,1,1,0,0,Medicine staff,4
1000313,M,N,Y,0,186200.0,Working,Secondary / secondary special,Civil marriage,With parents,-13802,-11827,1,1,0,0,Drivers,1
1000314,F,Y,Y,0,148000.0,Working,Higher education,Married,Municipal apartment,-20706,-12351,1,0,0,0,High skill tech staff,2
1000315,F,Y,N,3,147700.0,Working,Secondary / secondary special,Married,House / apartment,-22946,-8161,1,0,0,0,Cooking staff,4
1000316,F,N,Y,2,174400.0,Working,Secondary / secondary special,Civil marriage,With parents,-12989,-1027,1,0,0,0,Other,3
1000317,M,N,Y,0,95300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16673,-6063,1,0,0,0,Accountants,1
1000318,M,N,Y,4,93300.0,Working,Secondary / secondary special,Married,House / apartment,-9174,-9671,1,0,0,1,Managers,6
1000319,M,N,Y,1,271800.0,Working,Higher education,Married,House / apartment,-8256,-7022,1,0,0,1,Sales staff,2
1000320,M,Y,N,0,338500.0,Commercial associate,Secondary / secondary special,Widow,With parents,-12831,-5103,1,0,0,0,Core staff,2
1000321,F,N,Y,0,83700.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-23472,-1041,1,1,0,0,Cleaning staff,2
1000322,F,N,N,1,95400.0,Working,Incomplete higher,Married,House / apartment,-11789,-13311,1,0,0,1,Laborers,3
1000323,F,N,Y,2,235900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9357,-5461,1,0,0,0,Managers,4
1000324,M,Y,Y,0,174000.0,Working,Secondary / secondary special,Married,House / apartment,-23170,-13321,1,0,0,0,High skill tech staff,2
1000325,F,Y,Y,0,186900.0,Pensioner,Higher education,Married,House / apartment,-19423,365243,1,0,0,0,Sales staff,2
1000326,F,Y,N,0,208600.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-18831,365243,1,0,0,0,Sales staff,2
1000327,F,N,N,1,118100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22559,-7090,1,0,0,0,Cooking staff,3
1000328,F,N,Y,0,157200.0,Working,Incomplete higher,Single / not married,House / apartment,-18282,-3445,1,0,0,0,Medicine staff,2
1000329,M,N,N,0,151200.0,Commercial associate,Incomplete higher,Married,House / apartment,-7777,-11629,1,1,0,0,Drivers,2
1000330,M,Y,Y,1,86700.0,Working,Secondary / secondary special,Married,With parents,-15847,-12638,1,0,1,0,Core staff,2
1000331,M,Y,Y,2,156000.0,Working,Higher education,Married,House / apartment,-18822,-10338,1,0,0,0,Cooking staff,4
1000332,F,N,N,0,247400.0,Working,Secondary / secondary special,Married,Municipal apartment,-11472,-7981,1,0,0,0,Security staff,2
1000333,M,N,N,0,112800.0,Pensioner,Higher education,Married,House / apartment,-20441,365243,1,1,0,0,Other,2
1000334,M,N,N,0,143800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21439,-6972,1,1,0,0,Laborers,1
1000335,M,Y,Y,0,147800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16160,-897,1,0,0,0,High skill tech staff,2
1000336,M,N,Y,3,115600.0,Commercial associate,Higher education,Married,With parents,-14801,-3490,1,0,0,0,Drivers,5
1000337,F,Y,Y,1,186900.0,Working,Secondary / secondary special,Married,Office apartment,-21823,-12636,1,1,0,0,Sales staff,3
1000338,F,Y,Y,0,94800.0,Working,Higher education,Married,House / apartment,-12076,-3909,1,0,0,1,Other,1
1000339,F,N,N,0,259500.0,Commercial associate,Higher education,Married,House / apartment,-9043,-7619,1,0,0,0,Laborers,1
1000340,M,Y,Y,0,182200.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-12832,-576,1,0,0,0,Laborers,1
1000341,F,Y,N,1,83400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19221,365243,1,0,1,1,Drivers,2
1000342,F,N,Y,0,311500.0,Working,Higher education,Separated,House / apartment,-20372,-14511,1,0,0,0,Accountants,2
1000343,M,N,Y,2,144900.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19704,365243,1,1,1,0,Medicine staff,4
1000344,F,N,N,1,92800.0,Working,Higher education,Married,House / apartment,-18873,-5337,1,0,0,0,Sales staff,3
1000345,M,N,Y,0,231500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19758,-1244,1,1,1,0,Accountants,2
1000346,F,Y,N,2,170600.0,Working,Higher education,Single / not married,Office apartment,-10073,-3082,1,0,0,0,Medicine staff,3
1000347,F,Y,Y,1,54900.0,State servant,Secondary / secondary special,Widow,House / apartment,-10070,-189,1,0,0,0,Sales staff,3
1000348,M,N,N,2,102500.0,Working,Secondary / secondary special,Married,House / apartment,-11034,-12146,1,1,0,0,Other,4
1000349,M,N,Y,3,153200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17779,-7043,1,0,0,1,Other,4
1000350,F,N,Y,0,45300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19196,-12373,1,0,0,0,Cooking staff,2
1000351,F,Y,N,0,139000.0,Working,Secondary / secondary special,Married,House / apartment,-23386,-12832,1,0,1,0,Medicine staff,2
1000352,F,N,N,2,144200.0,Working,Higher education,Separated,House / apartment,-16667,-6049,1,0,0,0,Drivers,4
1000353,F,Y,Y,2,73700.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23503,365243,1,0,1,0,Other,4
1000354,M,N,Y,3,152600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15567,-6473,1,0,0,0,Drivers,5
1000355,M,N,Y,0,133800.0,Working,Secondary / secondary special,Separated,House / apartment,-9989,-7348,1,0,0,0,Medicine staff,2
1000356,F,N,Y,1,73400.0,State servant,Higher education,Widow,House / apartment,-18377,-11258,1,0,0,0,High skill tech staff,2
1000357,M,N,N,0,211000.0,Commercial associate,Higher education,Married,House / apartment,-9607,-11547,1,0,0,0,High skill tech staff,1
1000358,F,N,N,0,202600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22352,-4630,1,0,1,0,Other,2
1000359,F,N,Y,0,115300.0,Commercial associate,Incomplete higher,Married,House / apartment,-19116,-1072,1,0,1,0,High skill tech staff,2
1000360,F,N,Y,0,120700.0,Commercial associate,Incomplete higher,Married,Municipal apartment,-21266,-13131,1,0,1,0,Cooking staff,1
